索泰 微星GTX1050Ti 4G GTX1060 5G 1050 2G 1066 1650 电脑,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2710998898/O1CN01GqqtHX2FbKgAOvcEO_!!2710998898.png_360x360Q90.jpg,979.00元,804人付款,luoyangruifeng0379
七彩虹华硕影驰GTX750Ti 2G吃鸡LOL CF电脑游戏960 1050拆机,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2896194505/O1CN01JBIqVv1j9Kxhj69k5_!!2896194505.jpg_360x360Q90.jpg,320.00元,1235人付款,知我几分兰
七彩虹RTX2060/2060S SUPER 8G火神电竞台式机电脑游戏独立,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2206372718350/O1CN01uHU8xg2BYLpxUdTSD_!!0-item_pic.jpg_360x360Q90.jpg,3149.00元,257人付款,卓志数码专营店
拆机GTX960/1060/950显卡2g3g4g6g8g台式独立1050ti电脑RX580游戏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1606391463/O1CN01wtckCs1Mg64mfyo3Q_!!1606391463.jpg_360x360Q90.jpg,548.00元,1883人付款,cry0511
拆机三年质保七彩虹750TI2G/4GLOL逆水寒独立游戏gtx950/960,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2200795541751/O1CN01xFswI91Oo05qojaWk_!!2200795541751.jpg_360x360Q90.jpg,318.00元,736人付款,卡卡地带
技嘉RTX3080TI 超级雕/大雕/魔鹰/猎鹰 台式电脑电竞游戏,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2200559406385/O1CN011mTFKx1x2NZRrNyhb_!!0-item_pic.jpg_360x360Q90.jpg,8599.00元,197人付款,aorus旗舰店
GTX960独立1050ti电脑台式机RX580游戏2g显卡750ti4G拼8G1060充新,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2207819706133/O1CN0158ftbQ1vAxl3kGc5v_!!2207819706133.jpg_360x360Q90.jpg,328.00元,860人付款,天启科技店
技嘉RTX3080 10G/3080Ti 12G/魔音/雪鹰/超级雕AORUS台式机电脑游戏独立,,12299.00元,96人付款,技嘉旗舰店
MSI微星RTX3070ti万图师魔龙超龙8G台式机电脑独立3070游戏,,39999.00元,462人付款,瑞达中腾数码专营店
技嘉 RTX3060 12G/RTX3060Ti 8G魔鹰/雪鹰/小雕/猎鹰台式电脑游戏主机独立,,5299.00元,123人付款,技嘉旗舰店
技嘉RTX3060 TI 超级雕/大雕/魔鹰 台式电脑电竞游戏锁算力版,,4299.00元,166人付款,aorus旗舰店
七彩虹iGame RTX3060 Ultra OC /ADOC/火神 台式机游戏3060TI,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2651871058/O1CN01IDeifD1JgbhNpcNCU_!!0-item_pic.jpg_360x360Q90.jpg,4899.00元,174人付款,七彩虹官方旗舰店
七彩虹RTX3080Ti 3080火神Vulcan OC电脑12G台式机独立,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2133729733/O1CN014MnwoU2LllbHggyfv_!!2133729733-0-picasso.jpg_360x360Q90.jpg,8799.00元,64人付款,瑞达中腾数码专营店
华硕ROG猛禽RTX3070/Ti TUF电竞特工巨齿鲨台式电脑游戏独立,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/3690358924/O1CN01RTHmQx2FnFB9SLUBl_!!0-item_pic.jpg_360x360Q90.jpg,6799.00元,162人付款,和邹梵数码专营店
七彩虹RTX3070 火神 ULTRA ADOC 战斧水神 显卡全新现货,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/93438263/O1CN01zpa75v2AuVNXSl8hh_!!93438263.jpg_360x360Q90.jpg,5399.00元,74人付款,hanxiaodong9020
华硕ROG猛禽RTX3060/Ti巨齿鲨电竞特工台式机电脑游戏独立,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/3690358924/O1CN011F2LzH2FnFBPgpgWI_!!0-item_pic.jpg_360x360Q90.jpg,4699.00元,172人付款,和邹梵数码专营店
技嘉 RTX3060TI/RTX3070TI GAMING OC 魔鹰/雪鹰/超级雕 游戏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1092124128/O1CN01v6W6Ul1gMfdJapaL5_!!0-item_pic.jpg_360x360Q90.jpg,3299.00元,130人付款,趋势数码专营店
七彩虹RTX 3060TI/3060 战斧/AD/火神/Ultra OC 8G台式机游戏,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/3918712328/O1CN01AAbVrS1T4GjOocfZL_!!0-item_pic.jpg_360x360Q90.jpg,4199.00元,108人付款,沪祺数码专营店
技嘉RTX 3070TI GAMING OC 8G魔鹰雪鹰AORUS超级雕电脑游戏卡,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/143568119/O1CN01j1CMaU29qYLkDGvUG_!!143568119.jpg_360x360Q90.jpg,5799.00元,98人付款,xlzl308
网吧拆机电脑显卡GTX750ti/950/960/1050/1060吃鸡独立2G3G4G6G,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/3174796524/O1CN01qtUwhB1y42cWED6En_!!3174796524.jpg_360x360Q90.jpg,260.00元,766人付款,zjr0504104183111
七彩虹iGame RTX3070 Vulcan/AD/Ultra OC台式电脑3070TI8G,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2651871058/O1CN01TPGJKe1JgbiiZduYa_!!0-item_pic.jpg_360x360Q90.jpg,5999.00元,259人付款,七彩虹官方旗舰店
七彩虹GTX1660 RTX2060 Ultra 战斧 ADOC 2060S 8G游戏独立,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/93438263/O1CN01BYEdoG2AuVNXhr7VE_!!93438263.jpg_360x360Q90.jpg,2869.00元,139人付款,hanxiaodong9020
技嘉RTX3070TI GAMING OC 8G魔鹰雪鹰AORUS超级雕MASTER3070,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/676528104/O1CN01mgML0w29jgOwsZZiC_!!676528104.jpg_360x360Q90.jpg,6399.00元,74人付款,上海格慕电子
充新 三年质保 微星GTX960 4G 吃鸡台式机独立电脑游戏2g独显,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2710998898/O1CN01nbIXFs2FbKirnsh4J_!!2710998898.png_360x360Q90.jpg,548.00元,1789人付款,luoyangruifeng0379
盒装七彩虹 华硕 影驰GTX950 960 2G 4G独显吃鸡游戏750TI 2G,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/827404797/O1CN01mSHAqy1lJ4VBqsX9x_!!827404797.jpg_360x360Q90.jpg,439.00元,2123人付款,小胡科技55
XFX讯景RX590GME 8G傲狼/海外游戏显卡amd电竞吃鸡包顺丰3A套全新,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2690301576/O1CN01LSOtoc1NVqtAn1BWl_!!0-item_pic.jpg_360x360Q90.jpg,2599.00元,157人付款,xfx讯景旗舰店
七彩虹RTX 3070 Ad/战斧/火神OC显卡DDR6X非公版8G游戏3070,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/3918712328/O1CN01QBeRuq1T4GjOcoyCj_!!0-item_pic.jpg_360x360Q90.jpg,4999.00元,150人付款,沪祺数码专营店
影驰RTX3070Ti 黑将/金属大师/星曜OC 8G台式机电脑游戏3070,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2731691808/O1CN01c3719f1PE6mHRKAOM_!!0-item_pic.jpg_360x360Q90.jpg,6999.00元,189人付款,影驰电脑硬件旗舰店
电竞叛客RTX3060/ti显卡12独显台式电脑游戏独立显卡锁算力3070ti,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2157626379/O1CN018MBva61wzdC1v6iAh_!!2157626379-0-picasso.jpg_360x360Q90.jpg,4099.00元,102人付款,绝胜电竞数码专营店
ASUS/华硕GTX960显卡4G2g台式机独立游戏显卡LOL吃鸡推荐,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2691088027/O1CN01hnYRDa29APrRTub4s_!!2691088027.jpg_360x360Q90.jpg,658.00元,670人付款,世界丶不及你
影驰GTX1060 3G 5G 6G虎将1650 1066 1050TI 4G 2G 1070ti 8G,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/1096412383/O1CN0165B2Q71TTSJY5BW0i_!!1096412383.jpg_360x360Q90.jpg,678.00元,351人付款,西安博文电脑
ASUS/华硕GTX960显卡4G2g台式机独立游戏显卡LOL吃鸡推荐,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2691088027/O1CN01hnYRDa29APrRTub4s_!!2691088027.jpg_360x360Q90.jpg_.webp,658.00元,670人付款,世界丶不及你
影驰GTX1060 3G 5G 6G虎将1650 1066 1050TI 4G 2G 1070ti 8G,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/1096412383/O1CN0165B2Q71TTSJY5BW0i_!!1096412383.jpg_360x360Q90.jpg_.webp,678.00元,351人付款,西安博文电脑
顺丰iGame七彩虹RTX3060 12G火神ULTRA白色高端游戏RTX2060,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2090337761/O1CN01I3cDMd27CaXB2QlQW_!!0-item_pic.jpg_360x360Q90.jpg_.webp,4599.00元,92人付款,创众达数码专营店
GTX1070/1070TI 8G显卡索泰微星1080/1080TI 11G七彩虹 影驰华硕,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2510972407/O1CN011aw9Fn1TeRvLEiSGQ_!!2510972407.jpg_360x360Q90.jpg_.webp,2099.00元,80人付款,刘易风123
影驰GeForce GTX1660/1660SUPER大将台式电脑主机游戏1660S,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2731691808/O1CN01YlOJ4v1PE6mFhsLAn_!!0-item_pic.jpg_360x360Q90.jpg_.webp,3229.00元,210人付款,影驰电脑硬件旗舰店
七彩虹影驰华硕750TI 2G独显GTX950 960 2G4G独显吃鸡LOL游戏,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2206431902976/O1CN01W73Kpj1Xr3Hyv2EZH_!!2206431902976.jpg_360x360Q90.jpg_.webp,320.00元,653人付款,南京爱烁科技
MSI/微星RTX 3070 8G超龙魔龙万图师主机电竞游戏台式电脑吃鸡全新独立,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/671257335/O1CN014Nhy0k243Tpfb9QGi_!!0-item_pic.jpg_360x360Q90.jpg_.webp,7999.00元,216人付款,微星官方旗舰店
影驰RTX3070TI/3060TI 黑将/大将/金属大师/GAMER/星曜 游戏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/1092124128/O1CN01eNKpWq1gMfdwmMdoU_!!0-item_pic.jpg_360x360Q90.jpg_.webp,4299.00元,76人付款,趋势数码专营店
七彩虹RTX3070Ti/3070显卡8G显存 30系列新款 全新台式电脑主机电竞游戏独显 iGame一键超频 战斧 火神 水神,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2210919752031/O1CN01VEmfat1QsF684KYc7_!!0-item_pic.jpg_360x360Q90.jpg_.webp,5999.00元,80人付款,七彩虹芯联云专卖店
Asus/华硕玩家国度ROG猛禽/TUF特工RTX3070旗舰店全新8G台式机电脑吃鸡电竞游戏独立支持4K显示器,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/654519625/O1CN01AxS8RB2KyIokLKPdL_!!0-item_pic.jpg_360x360Q90.jpg_.webp,8599.00元,61人付款,asus华硕旗舰店
七彩虹RTX2060super战斧2060S超频版iGame Ultra高端电竞游戏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/1134114936/O1CN01CLXERy1mKjfQg2SfS_!!0-item_pic.jpg_360x360Q90.jpg_.webp,2999.00元,169人付款,慧川数码专营店
七彩虹RTX 3070 Ti显卡iGame豪华超频版ADOC火神/战斧UltraOC现货,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/1134114936/O1CN01XcLQn91mKjevdXN6Z_!!0-item_pic.jpg_360x360Q90.jpg_.webp,5599.00元,254人付款,慧川数码专营店
拆机七彩虹GTX1060/960/2g3g4g5g6g8g台式独立电脑游戏RX580,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2200795541751/O1CN01cfznVD1Oo09P58qYe_!!2200795541751.jpg_360x360Q90.jpg_.webp,548.00元,871人付款,卡卡地带
七彩虹RTX3080/Ti 战斧AD火神Ultra OC电竞吃鸡游戏电脑独立,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1746864514/O1CN01EaM6wR1jDSX20jiUb_!!0-item_pic.jpg_360x360Q90.jpg_.webp,10699.00元,104人付款,和瑟数码专营店
七彩虹RTX3070/ti Ad OC火神水神 台式电脑主机电竞游戏 独立,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2206372718350/O1CN013kpIgg2BYLqD92dT2_!!0-item_pic.jpg_360x360Q90.jpg_.webp,5549.00元,159人付款,卓志数码专营店
MSI微星RTX3060/Ti魔龙/万图师OC电竞直播台式电脑游戏独立,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1746864514/O1CN01PwgMjp1jDSX0HOHBO_!!0-item_pic.jpg_360x360Q90.jpg_.webp,4399.00元,247人付款,和瑟数码专营店
技嘉RTX3070TI 魔鹰/雪鹰/超级雕/大雕 台式电脑独立游戏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2200559406385/O1CN01RBDvhU1x2NZP1PX4C_!!0-item_pic.jpg_360x360Q90.jpg_.webp,7499.00元,217人付款,aorus旗舰店
ASUS华硕ROG猛禽RTX3080/Ti TUF电竞特工台式电脑游戏独立,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/3690358924/O1CN01dlLEjb2FnFBKxYeVk_!!0-item_pic.jpg_360x360Q90.jpg_.webp,11599.00元,143人付款,和邹梵数码专营店
微星RTX3060Ti 3060显卡8G魔龙万图师12G台式机电脑游戏独立,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2133729733/O1CN01uUrww12LllbG97kwP_!!2133729733-0-picasso.jpg_360x360Q90.jpg_.webp,4399.00元,155人付款,瑞达中腾数码专营店
七彩虹GTX1650Super显卡GTX1050TI 1650S战斧4G电脑台式独立,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2133729733/O1CN01FSkYS62LllbD0idZI_!!2133729733-0-picasso.jpg_360x360Q90.jpg_.webp,1399.00元,562人付款,瑞达中腾数码专营店
技嘉RTX3070/RTX3070Ti 8G 魔鹰/猎鹰/超级雕台式电脑独立,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2074104426/O1CN01QqGltb1iZ9dAfbdXm_!!0-item_pic.jpg_360x360Q90.jpg_.webp,6099.00元,192人付款,技嘉旗舰店
Asus/华硕ROG猛禽RTX3080/3080TI旗舰台式机电脑电竞游戏 支持4K显示器,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/654519625/O1CN01aWoe2z2KyIp62bdwV_!!0-item_pic.jpg_360x360Q90.jpg_.webp,13999.00元,87人付款,asus华硕旗舰店
七彩虹RTX2060S SUPER 6G/ 8G Ultra X OC火神台式机游戏电竞,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/1097280647/O1CN014emyay1GeMwZZG7Aj_!!0-item_pic.jpg_360x360Q90.jpg_.webp,3199.00元,57人付款,京天华盛官方旗舰店
索泰 RTX 3060/3060TI 12GD6 XG/天启/PGF 台式电脑吃鸡游戏,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2616970884/O1CN01l9wHcT1IOunHGdp2f_!!0-item_pic.jpg_360x360Q90.jpg_.webp,4799.00元,36人付款,苏宁易购官方旗舰店
七彩虹RTX3060Ti ULTRA 火神 ADOC 水神 RTX3060游戏独立全新,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/93438263/O1CN01BR1Jty2AuVNBhhxQm_!!93438263.jpg_360x360Q90.jpg_.webp,4399.00元,70人付款,hanxiaodong9020
七彩虹RTX3060/3060Ti显卡8G AD/火神 LHR台式机电脑主机电竞,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1097280647/O1CN01o1YPif1GeMwWplMMt_!!0-item_pic.jpg_360x360Q90.jpg_.webp,4499.00元,44人付款,京天华盛官方旗舰店
华硕猛禽ROG 3070/ti 台式机TUF电脑主机电竞巨齿鲨 独立游戏,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2206372718350/O1CN01rbU9Uf2BYLq7ynXsp_!!0-item_pic.jpg_360x360Q90.jpg_.webp,8599.00元,64人付款,卓志数码专营店
索泰RTX3060/ti显卡12G独显 台式机电脑游戏独立锁算力3070ti,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2157626379/O1CN01pBJ2GH1wzdC5PWcjR_!!2157626379-0-picasso.jpg_360x360Q90.jpg_.webp,4299.00元,71人付款,绝胜电竞数码专营店
七彩虹1060 6g华硕1060 5g影驰微星1060 3G台式机电脑独立,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2865334602/O1CN01jw7KFz1jrlHhEMazu_!!2865334602.jpg_360x360Q90.jpg_.webp,1249.00元,315人付款,angelbaby工厂直销
七彩虹RTX 3070显卡Ultra OC水神AD火神台式电脑游戏独立 TI,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2200635481454/O1CN011LDeUa1MbyYIRbamb_!!0-item_pic.jpg_360x360Q90.jpg_.webp,5499.00元,67人付款,京天互联数码专营店
技嘉GTX1660 SUPER 6G/GTX1660Ti/GTX1660 台式游戏电脑主机箱独立,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2074104426/O1CN014bnnHv1iZ9d8AmQf9_!!0-item_pic.jpg_360x360Q90.jpg_.webp,3149.00元,189人付款,技嘉旗舰店
微星（MSI）RTX 3060/3060Ti 12G/8G万图师/魔龙电脑电竞游戏,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2616970884/O1CN01ByD4N11IOuoBUvtTn_!!0-item_pic.jpg_360x360Q90.jpg_.webp,4899.00元,34人付款,苏宁易购官方旗舰店
AMDCPU显卡双A套装RX6700XT 12G系列游戏显卡台式机电脑电竞吃鸡搭锐龙 5 5600X 支持2K显示器,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/4184230178/O1CN01GWkC6s1DBZBkfLLuW_!!0-item_pic.jpg_360x360Q90.jpg_.webp,7999.00元,59人付款,amd官方旗舰店
技嘉RTX 3070 TI GAMING OC-8GD猎鹰/超级雕DDR6游戏竞技3070,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/3918712328/O1CN01oKnXlb1T4GjCa2ssg_!!0-item_pic.jpg_360x360Q90.jpg_.webp,5999.00元,50人付款,沪祺数码专营店
影驰RTX3070/Ti 8G 星曜OC/金属大师/GAMER 高端电脑游戏独立,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2209331320462/O1CN0192j3W01FHdfnaHYrJ_!!2209331320462-0-picasso.jpg_360x360Q90.jpg_.webp,5799.00元,60人付款,宝勒数码专营店
万丽RTX3060Ti/3070/2060Super/3080Ti光追游戏电脑主机独立,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/1125071973/O1CN01qIawoh1QRg7xkjgMN_!!0-item_pic.jpg_360x360Q90.jpg_.webp,3399.00元,45人付款,协手数码专营店
12期免息 AMD蓝宝石RX6800XT 16G超白金台式机电脑主机独立,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2757558756/O1CN01v7Z7cd2EYIe0Ae3vV_!!0-item_pic.jpg_360x360Q90.jpg_.webp,7999.00元,49人付款,sapphire蓝宝石旗舰店
七彩虹RTX2060显卡Ultra/战斧6G台式机电竞游戏独立GDDR6显存,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2651871058/O1CN01cb5FLO1JgbhKmsIP5_!!0-item_pic.jpg_360x360Q90.jpg_.webp,3399.00元,147人付款,七彩虹官方旗舰店
华硕微星GTX1050 2G/1050TI 4G/1060 3G 6G 独立游戏吃鸡推荐,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2531020947/O1CN01g6c8hC1Irljv4QE5K_!!2531020947.png_360x360Q90.jpg_.webp,679.00元,297人付款,陈欧巴520900996
NVIDIA Quadro P2200显卡 另P620 P1000显卡全新包邮 三年保修,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/12753855/O1CN01Im97iV1eLdQPgUE8y_!!12753855.jpg_360x360Q90.jpg_.webp,3150.00元,61人付款,duoduo668
XFX讯景Radeon RX 6700XT 12G D6 游戏显卡海外雪狼amd电竞3A全新,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2690301576/O1CN01uW0Ros1NVqtG0XZo8_!!0-item_pic.jpg_360x360Q90.jpg_.webp,5799.00元,70人付款,xfx讯景旗舰店
七彩虹GTX1050TI 2G 4G GTX1060 3G 5G 6G电脑台式机独立游戏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/68997111/O1CN015gX4zl22Ot2AvUvOh_!!68997111.png_360x360Q90.jpg_.webp,659.00元,274人付款,zairanzj
【胡子】RTX3070TI显卡华硕猛禽微星超龙七彩虹火神技嘉超级雕,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/393910103/O1CN01uDR2ln1CdDTzyQb8M_!!393910103.jpg_360x360Q90.jpg_.webp,5499.00元,44人付款,tb912068
微星RTX3070/3080Ti独立显卡O8G万图师魔龙超龙3090 24G台式电脑主机电竞游戏3060 O12G独显,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/931421195/O1CN01v2pgxN1KhLzK54jm7_!!0-item_pic.jpg_360x360Q90.jpg_.webp,5299.00元,42人付款,名龙堂官方旗舰店
七彩虹GTX1650显卡GTX1650Super/1050TI台式机电脑4G游戏独立,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2651871058/O1CN01zWiOFp1JgbgLOo54T_!!0-item_pic.jpg_360x360Q90.jpg_.webp,1599.00元,294人付款,七彩虹官方旗舰店
华硕ROG RTX3070/3080ti TUF特工猛禽3080 O10G电竞游戏电脑O8G独立3060 O12G,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/931421195/O1CN01oVFVGG1KhLzOHltwW_!!0-item_pic.jpg_360x360Q90.jpg_.webp,13999.00元,29人付款,名龙堂官方旗舰店
AX电竞叛客 RTX3060 12G/3070ti 8G显卡 台式机电脑游戏独立,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2210907107386/O1CN01zAwjqt24Qq23f8ROC_!!0-item_pic.jpg_360x360Q90.jpg_.webp,4699.00元,48人付款,瑞达腾飞电脑专营店
2020年拆机1070显卡电竞游戏4k电脑独立显卡GTX1070 8G台式机1078,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/892831356/O1CN01TBCaMo1Lt5et4BPLK_!!892831356.jpg_360x360Q90.jpg_.webp,1949.00元,118人付款,djl13338128207
顺丰微星RTX3070/Ti GAMING X 8G超龙魔龙X万图师高端游戏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2090337761/O1CN014qcHJN27CaYH93KIG_!!0-item_pic.jpg_360x360Q90.jpg_.webp,7199.00元,73人付款,创众达数码专营店
